Rk,Player,Tm,Age,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,-9999
852,Kingsley Jonathan,2TM,24,,6,0,0,0,0,,0,,,0,,,0,0,0,2,0,0,2,5,0,0.00%,JonaKi00
853,Javon Kinlaw,SFO,25,DT,6,6,0,1,1,100.00%,5,5,5,0,87.5,-3,-3,8,0,3,0,0,3,4,1,20.00%,KinlJa00
854,Jordan Mason,SFO,23,RB,16,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,6,2,25.00%,MasoJo00
855,Hamsah Nasirildeen,NYJ,23,LB,7,0,0,1,1,100.00%,11,11,11,0,112.5,11,11,0,0,0,0,0,0,4,0,0.00%,NasiHa00
856,Amen Ogbongbemiga,LAC,24,LB,17,0,0,2,1,50.00%,19,19,9.5,0,83.3,9,17,2,0,0,0,0,0,6,0,0.00%,OgboAm00
857,Wyatt Ray,2TM,26,,4,0,0,1,1,100.00%,3,3,3,0,79.2,-4,-4,7,0,0,0,0,0,3,0,0.00%,RayxWy01
858,Shaun Wade,NWE,24,CB,3,0,0,6,4,66.70%,41,10.3,6.8,1,125.7,5,23,18,0,0,0,0,0,2,0,0.00%,WadeSh00
859,Ar'Darius Washington,BAL,23,S,3,0,0,1,1,100.00%,11,11,11,0,112.5,11,11,0,2,1,0,0,1,2,0,0.00%,WashAr00
860,Kyren Williams,LAR,22,RB,10,0,0,1,1,100.00%,18,18,18,0,118.7,13,13,5,0,0,0,0,0,2,1,33.30%,WillKy02
861,Jeff Wilson,2TM,27,RB,16,7,0,1,0,0.00%,0,,0,0,39.6,27,0,0,0,0,0,0,0,2,0,0.00%,WilsJe01
862,JT Woods,LAC,22,S,10,1,0,2,1,50.00%,33,33,16.5,1,135.4,14.5,12,21,0,0,0,0,0,3,1,25.00%,WoodJT00
863,Mackensie Alexander,DAL,29,CB,1,1,0,1,1,100.00%,12,12,12,0,116.7,9,9,3,0,0,0,0,0,1,0,0.00%,AlexMa01
864,Tarell Basham,2TM,28,,7,0,0,0,0,,0,,,0,,,0,0,2,2,0,0,2,5,0,0.00%,BashTa00
865,Eno Benjamin,3TM,23,,15,3,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,1,1,50.00%,BenjEn00
866,Raheem Blackshear,CAR,23,RB,13,1,0,1,1,100.00%,1,1,1,0,79.2,-5,-5,6,0,0,0,0,0,1,0,0.00%,BlacRa00
867,Dicaprio Bootle,KAN,25,DB,4,0,0,2,0,0.00%,0,,0,0,39.6,11.5,0,0,0,0,0,0,0,3,0,0.00%,BootDi00
868,Aaron Brewer,TEN,25,OL,17,17,0,1,0,0.00%,0,,0,0,39.6,0,0,0,0,0,0,0,0,1,0,0.00%,BrewAa01
869,Michael Brockers,DET,32,DL,6,5,0,0,0,,0,,,0,,,0,0,0,1,1,0,2,4,0,0.00%,BrocMi00
870,Andrew Brown,CHI,27,DT,5,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,1,1,50.00%,BrowAn05
871,Matthew Butler,LVR,23,DT,6,0,0,0,0,,0,,,0,,,0,0,0,0,0,0.5,1,5,0,0.00%,ButlMa02
872,Taco Charlton,CHI,28,DL,5,0,0,2,2,100.00%,13,6.5,6.5,0,93.7,-0.5,-1,14,0,0,0,0,0,3,1,25.00%,CharTa00
873,Anthony Chesley,TAM,26,CB,7,0,0,1,1,100.00%,15,15,15,0,118.7,14,14,1,0,0,0,0,0,2,0,0.00%,ChesAn00
874,Carlos Davis,PIT,26,DT,1,0,0,0,0,,0,,,0,,,0,0,0,0,0,1,1,1,0,0.00%,DaviCa03
875,Dion Dawkins*,BUF,28,T,15,15,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,1,0,0.00%,DawkDi00
876,Trey Flowers,MIA,29,LB,4,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,4,0,0.00%,FlowTr00
877,Jacobi Francis,HOU,24,DB,5,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,1,0,0.00%,FranJa03
878,Jamie Gillan,NYG,25,P,17,0,0,0,0,,0,,,0,,,0,0,2,1,0,0,1,1,0,0.00%,GillJa00
879,Darrell Henderson,LAR,25,RB,10,7,0,1,0,0.00%,0,,0,0,39.6,-1,0,0,0,0,0,0,0,1,0,0.00%,HendDa00
880,Malik Herring,KAN,25,DE,7,0,0,1,1,100.00%,4,4,4,0,83.3,2,2,2,0,0,0,0,0,6,1,14.30%,HerrMa02
881,Christopher Hinton,LAC,22,DT,4,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,3,0,0.00%,HintCh01
882,Chris Jackson,TEN,24,DB,1,0,0,4,2,50.00%,20,10,5,1,104.2,11.8,15,5,0,0,0,0,0,1,1,50.00%,JackCh01
883,Christian Jones,SEA,31,LB,3,0,0,0,0,,0,,,0,,,0,0,2,0,0,0,0,2,0,0.00%,JoneCh05
884,Ted Karras,CIN,29,C,16,16,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,1,0,0.00%,KarrTe00
885,Chase Lucas,DET,25,CB,6,0,0,1,1,100.00%,6,6,6,0,91.7,3,3,3,0,0,0,0,0,3,0,0.00%,LucaCh01
886,J.D. McKissic,WAS,29,RB,8,0,0,2,1,50.00%,13,13,6.5,0,70.8,3.5,7,6,0,0,0,0,0,1,0,0.00%,McKiJ.00
887,Arron Mosby,CAR,23,LB,3,0,0,1,1,100.00%,7,7,7,0,95.8,5,5,2,0,0,0,0,0,1,0,0.00%,MosbAr00
888,David Ojabo,BAL,22,OLB,2,0,0,0,0,,0,,,0,,,0,0,0,0,0,1,1,1,0,0.00%,OjabDa00
889,Darius Phillips,DEN,27,CB,9,0,0,1,1,100.00%,5,5,5,0,87.5,-7,-7,12,0,0,0,0,0,2,0,0.00%,PhilDa02
890,Kevin Pierre-Louis,HOU,31,LB,2,0,0,3,0,0.00%,0,,0,0,39.6,10,0,0,2,1,0,0,1,4,1,20.00%,PierKe00
891,Elerson Smith,NYG,24,OLB,5,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,3,0,0.00%,SmitEl00
892,Channing Tindall,MIA,22,LB,16,0,0,1,1,100.00%,9,9,9,0,104.2,6,6,3,0,0,0,0,0,3,0,0.00%,TindCh00
893,Kemoko Turay,SFO,27,DL,3,0,0,0,0,,0,,,0,,,0,0,2,0,0,0,0,1,0,0.00%,TuraKe00
894,Nolan Turner,TAM,25,S,5,0,0,1,1,100.00%,-5,-5,-5,0,79.2,-5,-5,0,0,0,0,0,0,1,0,0.00%,TurnNo00
895,Brandon Williams,KAN,33,DT,5,0,0,0,0,,0,,,0,,,0,0,0,0,1,0.5,2,2,0,0.00%,WillBr02
896,Chris Williams,IND,24,DT,5,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,2,0,0.00%,WillCh08
897,James Winchester,KAN,33,LS,17,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,1,0,0.00%,WincJa00
898,David Bakhtiari,GNB,31,T,11,11,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,1,100.00%,BakhDa00
899,Joshuah Bledsoe,NWE,24,S,3,0,0,4,2,50.00%,17,8.5,4.3,2,101,19.3,17,0,2,0,0,0,0,1,0,0.00%,BledJo00
900,Tashawn Bower,LVR,27,DE,6,0,0,1,1,100.00%,13,13,13,0,118.7,-6,-6,19,3,0,0,0,0,1,0,0.00%,BoweTa00
901,Harrison Bryant,CLE,24,TE,17,9,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,,BryaHa00
902,Artie Burns,SEA,27,CB,3,0,0,1,0,0.00%,0,,0,0,39.6,19,0,0,0,0,0,0,0,0,0,,BurnAr00
903,Britain Covey,PHI,25,WR,17,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,,CoveBr00
904,Scott Daly,DET,28,LS,17,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,1,100.00%,DalySc01
905,Jalen Davis,CIN,26,CB,13,0,0,2,1,50.00%,9,9,4.5,0,62.5,0.5,1,8,0,0,0,0,0,2,0,0.00%,DaviJa06
906,Dan Feeney,NYJ,28,OL,17,2,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,1,100.00%,FeenDa00
907,Jonathan Garvin,GNB,23,LB,14,0,0,0,0,,0,,,0,,,0,0,21,1,2,0,3,8,0,0.00%,GarvJo00
908,Javelin Guidry,LVR,24,CB,4,0,0,3,3,100.00%,14,4.7,4.7,2,125.7,4.3,13,1,0,0,0,0,0,0,1,100.00%,GuidJa01
909,Jeff Gunter,CIN,23,DE,10,0,0,1,1,100.00%,21,21,21,0,118.7,0,0,21,0,0,0,0,0,1,1,50.00%,GuntJe01
910,Bryce Hall,NYJ,25,CB,5,0,0,2,1,50.00%,25,25,12.5,1,135.4,17.5,25,0,0,0,0,0,0,0,0,,HallBr02
911,Ladarius Hamilton,GNB,24,LB,3,0,0,0,0,,0,,,0,,,0,0,1,1,0,0,1,1,0,0.00%,HamiLa01
912,Daniel Hardy,LAR,24,OLB,6,0,0,0,0,,0,,,0,,,0,0,2,0,0,0,0,4,0,0.00%,HardDa01
913,Demone Harris,HOU,27,DL,3,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,1,4,1,20.00%,HarrDe06
914,Kendall Hinton,DEN,25,WR,12,5,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,,HintKe00
915,Creed Humphrey*,KAN,23,C,17,17,0,1,0,0.00%,0,,0,0,39.6,-4,0,0,4,0,0,0,0,0,0,,HumpCr00
916,Caleb Huntley,ATL,24,RB,12,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,1,100.00%,HuntCa02
917,Josh Jobe,PHI,24,CB,11,0,0,1,1,100.00%,12,12,12,0,116.7,3,3,9,0,0,0,0,0,1,1,50.00%,JobeJo00
918,Cameron Johnston,HOU,30,P,17,0,0,1,0,0.00%,0,,0,0,39.6,9,0,0,0,0,0,0,0,0,0,,JohnCa02
919,Khalid Kareem,IND,24,DE,4,0,0,0,0,,0,,,0,,,0,0,0,0,3,0,3,1,0,0.00%,KareKh00
920,Joshua Kelley,LAC,25,RB,13,1,0,1,0,0.00%,0,,0,0,39.6,25,0,0,0,0,0,0,0,0,0,,KellJo01
921,Jeremiah Kolone,LAR,28,G,5,2,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,,KoloJe00
922,Nathan Landman,ATL,24,LB,7,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,1,0,0.00%,LandNa01
923,Jeremiah Ledbetter,JAX,28,DL,1,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,0,0,,LedbJe00
924,Quenton Nelson*,IND,26,OL,17,17,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,1,0,0.00%,NelsQu00
925,David Njoku,CLE,26,TE,14,14,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,,NjokDa00
926,Taybor Pepper,SFO,28,LS,17,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,1,100.00%,PeppTa00
927,Nickell Robey-Coleman,LVR,30,CB,2,0,0,1,0,0.00%,0,,0,0,39.6,0,0,0,3,0,0,0,0,0,0,,RobeNi00
928,Cairo Santos,CHI,31,K,16,0,0,1,0,0.00%,0,,0,0,39.6,13,0,0,0,0,0,0,0,0,0,,SantCa01
929,Penei Sewell*,DET,22,T,17,17,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,1,100.00%,SewePe00
930,Isaiah Spiller,LAC,21,RB,6,0,0,2,0,0.00%,0,,0,0,39.6,9.5,0,0,0,0,0,0,0,0,0,,SpilIs00
931,Ben Stille,2TM,25,,7,1,0,0,0,,0,,,0,,,0,0,0,1,1,0,2,5,0,0.00%,StilBe00
932,Adam Trautman,NOR,25,TE,15,12,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,,TrauAd00
933,Billy Turner,DEN,31,OL,8,7,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,,TurnBi00
934,Ke'Shawn Vaughn,TAM,25,RB,15,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,1,1,50.00%,VaugKe00
935,Cedrick Wilson Jr.,MIA,27,WR,15,0,0,1,0,0.00%,0,,0,0,39.6,42,0,0,0,0,0,0,0,0,0,,WilsCe01
936,Daniel Wise,WAS,26,DT,11,1,0,0,0,,0,,,0,,,0,0,0,0,2,0,2,1,0,0.00%,WiseDa01
